Row number,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
3116,201,management,1,0.643633206,4,,medium,0.587291499,Employed,10
3117,168,IT,,0.966679594,3,,medium,0.227511297,Employed,4
3118,252,sales,1,0.630359018,4,,medium,0.662522875,Employed,3
3119,271,sales,,0.936988967,5,,low,0.743615648,Left,5
3120,221,product,1,0.963549891,5,,medium,1,Employed,3
3121,133,temp,,,2,,medium,,Employed,
3122,150,IT,,0.564512868,4,,medium,0.984562111,Employed,2
3123,260,support,,0.895906041,5,,low,0.867947587,Left,5
3124,179,support,,0.906612821,3,,medium,0.682302813,Left,2
3125,124,procurement,1,,4,,high,0.815517671,Employed,3
3126,235,marketing,1,0.607184799,4,,low,0.947189184,Employed,4
3127,167,sales,1,0.928512027,6,,low,0.947127216,Employed,2
3128,169,engineering,,0.504770968,5,,low,0.611266065,Employed,3
3129,249,engineering,,,3,,low,0.640683906,Employed,3
3130,153,management,,,2,,low,0.471548022,Left,3
3131,194,sales,1,0.729200912,5,,medium,1,Employed,7
3132,258,sales,,0.92016329,4,,low,0.723410065,Left,5
3133,165,product,,0.69821101,2,,low,0.329717793,Employed,4
3134,308,IT,,0.827758937,6,,medium,0.120467403,Left,4
3135,134,engineering,1,0.609271685,4,,low,1,Employed,3
3136,275,engineering,,,5,,medium,0.823584976,Employed,2
3137,139,product,,0.656742725,3,,low,0.578348595,Employed,2
3138,181,IT,,,6,,medium,0.710677407,Employed,3
3139,259,support,,0.996596079,6,,low,0.141591106,Left,4
3140,199,engineering,,0.597614897,4,,low,0.502860854,Employed,2
3141,219,sales,,0.632764971,3,,low,0.654448642,Employed,3
3142,253,support,,0.627026132,3,,low,1,Employed,3
3143,134,admin,,0.738146936,3,,medium,0.589087361,Employed,3
3144,237,engineering,,0.692247471,4,,low,0.707952577,Employed,3
3145,246,finance,,0.566193945,3,,medium,0.736095326,Employed,3
3146,190,engineering,,0.750040818,4,,medium,0.738920527,Employed,4
3147,132,management,1,0.774755822,5,,high,0.7646837,Employed,2
3148,243,marketing,,0.962477822,3,,low,0.46269981,Employed,3
3149,197,support,1,,4,,low,0.863037199,Employed,3
3150,240,IT,,0.678703452,2,,low,0.339158042,Employed,5
3151,206,support,,0.846557504,3,,low,0.883345985,Employed,2
3152,190,finance,1,0.529629393,4,,low,0.713148532,Employed,3
3153,162,sales,,0.572904976,4,,low,0.890815028,Employed,2
3154,241,engineering,,,4,,low,0.92226748,Employed,2
3155,281,sales,,0.907964764,6,,medium,0.105748771,Left,4
3156,100,engineering,,0.703305992,3,,medium,0.37751859,Employed,3
3157,199,management,,0.717910971,4,,medium,0.606771748,Employed,2
3158,220,product,,0.837435602,4,,low,0.866461635,Employed,2
3159,228,sales,,0.946945246,4,,low,0.932775296,Left,5
3160,278,engineering,,,7,,low,0.287871992,Left,3
3161,226,support,,0.500389533,2,,high,0.479459571,Employed,3
3162,236,IT,,0.890960712,3,,low,0.488800049,Employed,2
3163,266,IT,,0.789340037,4,,medium,0.565979743,Employed,2
3164,159,sales,,,2,,low,0.405427959,Left,3
3165,240,sales,,0.849425214,4,,medium,0.820866771,Left,5
3166,197,sales,,0.661565468,4,,medium,0.841706747,Employed,3
3167,234,sales,,0.593556183,3,,medium,0.905414905,Employed,2
3168,132,product,,,2,,low,0.41545071,Left,3
3169,254,sales,,0.889744627,4,,low,0.844780003,Left,5
3170,156,product,,0.538417289,2,,medium,0.365554724,Left,3
3171,109,product,,0.56445312,5,,low,0.216417513,Employed,4
3172,199,engineering,,0.641565981,3,,low,0.440463162,Employed,2
3173,111,IT,,,2,,low,0.794551768,Employed,2
3174,235,admin,,0.774277907,4,,medium,0.677098258,Employed,3
3175,217,support,,0.954971789,4,,medium,0.518890054,Employed,2
3176,218,sales,,0.80006018,5,,low,0.836390475,Left,5
3177,219,sales,,0.476575751,2,,low,0.413535845,Employed,4
3178,206,product,,0.813837874,2,,low,0.668706205,Employed,5
3179,268,marketing,,0.65966145,3,,high,0.753956443,Employed,4
3180,224,finance,,0.421573666,7,,medium,0.293154195,Left,5
3181,282,,,1,6,,medium,0.055226149,Left,4
3182,142,management,,0.844182922,3,,low,0.707196107,Employed,3
3183,225,sales,,0.839220241,4,,medium,0.960643005,Employed,2
3184,146,support,,0.446706825,2,,low,0.396178946,Left,3
3185,136,IT,,0.533489061,2,,medium,0.482500199,Left,3
3186,226,sales,1,0.948371383,2,,medium,0.660720119,Employed,3
3187,131,support,1,0.432786409,5,,medium,0.902913623,Employed,5
3188,169,sales,,0.654863968,3,,medium,0.592294427,Employed,2
3189,125,sales,1,1,2,,low,0.467484066,Employed,4
3190,273,sales,,0.685787784,4,,medium,0.741971234,Employed,3
3191,140,finance,,0.751615994,4,,medium,0.191771957,Employed,5
3192,189,sales,,0.934407744,4,1,medium,0.915459523,Employed,3
3193,140,support,,0.45732475,2,,low,0.360822826,Left,3
3194,184,,,1,5,,low,0.271305119,Employed,5
3195,231,product,,0.704118233,3,,low,0.857426755,Employed,3
3196,134,support,,0.52620407,2,,low,0.388992065,Left,3
3197,249,engineering,,0.813769532,5,,medium,0.532541755,Left,4
3198,184,support,,0.582704218,2,,low,0.761041406,Employed,2
3199,111,management,,0.562903952,2,,high,0.563831073,Employed,2
3200,248,support,1,0.870304399,2,,low,0.258558633,Employed,6
3201,253,support,,,4,,low,0.987459182,Employed,2
3202,186,product,,,3,,medium,0.807417645,Employed,3
3203,131,IT,,0.736922998,6,,medium,0.622656872,Employed,5
3204,233,sales,,0.943767325,4,,low,0.875601197,Left,5
3205,279,engineering,,0.973559789,6,,low,0.147721933,Left,4
3206,219,engineering,,0.99235297,5,,low,0.832635435,Left,5
3207,244,,,0.803781948,7,,medium,0.162268288,Left,5
3208,147,engineering,1,0.513512856,3,,low,0.782043729,Employed,3
3209,180,finance,,0.79623398,3,,high,0.611452383,Employed,2
3210,272,support,,,4,,low,0.741072108,Employed,2
3211,197,finance,,1,4,,high,0.797589049,Employed,3
3212,160,support,,0.906541143,3,,low,1,Employed,3
3213,253,engineering,,0.821717452,4,,medium,0.858685038,Employed,2
3214,217,finance,,0.504317054,4,,medium,0.872484002,Employed,8
3215,159,sales,,0.43136964,2,,low,0.381058923,Left,3
3216,282,support,,0.844232665,7,,low,0.162283887,Left,4
3217,227,engineering,,0.991310432,5,,medium,0.865860604,Left,5
3218,175,support,,0.468938477,4,,medium,0.636890666,Employed,3
3219,241,product,,0.927600441,4,,medium,0.220245568,Employed,6
3220,287,sales,,0.8439586,2,,medium,0.59965846,Employed,4
3221,145,product,,0.717586142,3,,low,0.796654049,Employed,2
3222,152,IT,1,0.709561163,2,,low,0.475856678,Employed,4
3223,152,support,,0.475072134,5,,low,0.746740615,Employed,5
3224,203,support,,0.889863863,2,,medium,0.262727175,Employed,3
3225,210,product,,,4,,low,0.600165084,Employed,3
3226,224,sales,,0.62231022,6,,medium,0.179338233,Employed,3
3227,143,sales,,0.661765889,3,,medium,0.598980816,Employed,6
3228,154,product,,0.726418844,5,,medium,0.49580466,Employed,2
3229,190,engineering,1,0.584317329,5,,medium,0.8018865,Employed,2
3230,114,sales,,0.607869191,5,,low,0.770218019,Employed,4
3231,148,IT,,0.782345879,3,,low,0.861152191,Employed,3
3232,173,marketing,,0.822792381,5,,low,0.635227186,Employed,3
3233,254,sales,1,0.82195749,2,,low,0.740526236,Employed,2
3234,166,IT,,0.796802176,3,,low,0.923565798,Employed,2
3235,151,sales,,0.581149268,3,,low,0.988210427,Employed,2
3236,133,admin,,0.79883557,3,,medium,0.715131337,Employed,3
3237,183,sales,,0.866964736,4,,medium,0.640429346,Employed,2
3238,308,IT,1,0.953275033,6,,low,0.065909049,Left,4
3239,218,information_technology,,0.968074063,5,,low,0.609701984,Employed,3
3240,147,engineering,,0.629086323,4,,medium,0.782167152,Employed,5
3241,166,sales,,0.665424983,3,,low,0.615027212,Employed,2
3242,136,engineering,1,0.495932411,4,,low,0.929757855,Employed,2
3243,159,sales,,0.512592118,2,,low,0.342406999,Left,3
3244,273,management,,0.836863688,4,,low,0.802677365,Left,5
3245,274,support,,0.468260116,4,,medium,0.648240546,Employed,2
3246,236,engineering,1,0.850673509,3,,medium,0.59805399,Employed,3
3247,256,IT,,0.761845577,6,,low,0.12287842,Left,4
3248,100,support,,0.832885726,4,,medium,0.74127351,Employed,6
3249,133,engineering,,0.542964234,2,,low,0.375272195,Left,3
3250,210,support,,0.978950078,3,,low,0.72579635,Employed,3
3251,135,finance,,0.581731894,4,,medium,0.88629933,Employed,10
3252,245,sales,,1,4,,low,0.752076232,Left,5
3253,204,sales,,0.709981474,5,,high,0.724114969,Employed,3
3254,139,sales,,0.508241765,4,,medium,0.783671897,Employed,5
3255,160,sales,,0.829087155,4,,low,0.259200215,Employed,5
3256,205,sales,,0.880228157,4,,low,0.946145573,Employed,2
3257,210,sales,1,0.690577846,4,,high,0.73298508,Employed,2
3258,181,engineering,,0.696186125,5,,low,0.891481262,Employed,4
3259,180,support,,0.933352001,4,,medium,0.684379923,Employed,3
3260,113,IT,,0.624232926,2,,low,0.538514519,Employed,5
3261,248,sales,,0.798303249,7,,medium,0.080034812,Left,4
3262,276,finance,1,0.818788224,3,,low,0.311978189,Employed,5
3263,271,support,,0.565602419,3,,medium,1,Employed,3
3264,238,IT,,0.569069304,3,,medium,0.682780313,Employed,2
3265,239,sales,,0.622457905,2,,low,0.327802398,Employed,5
3266,224,support,,,4,,low,1,Employed,2
3267,192,product,,0.911656211,4,,low,0.926858058,Employed,2
3268,164,engineering,,0.648523201,3,,low,0.533052775,Employed,2
3269,244,support,,0.722456649,4,,medium,0.498414557,Employed,2
3270,163,engineering,,0.654659133,4,,low,0.602212187,Employed,3
3271,160,support,,0.604978867,3,,medium,0.927801413,Employed,10
3272,274,sales,,0.631304331,4,,medium,0.541999225,Employed,4
3273,112,sales,,0.611229775,3,,high,1,Employed,2
3274,152,sales,,,3,,medium,0.52289,Employed,3
3275,272,sales,,0.854549174,7,,medium,0.117950127,Left,4
3276,197,IT,1,0.623027681,5,,low,1,Employed,4
3277,231,IT,,0.85787606,5,,low,0.851705516,Left,5
3278,246,marketing,,0.512895897,3,1,high,0.620938777,Employed,2
3279,103,sales,,0.847029906,6,,low,0.524897974,Employed,4
3280,243,sales,1,0.594311638,4,1,medium,0.81211481,Employed,4
3281,201,engineering,,0.836899476,6,,low,0.996646172,Employed,4
3282,258,sales,,0.585262775,4,,medium,0.659428618,Employed,3
3283,219,support,,0.696306546,3,,low,1,Employed,3
3284,218,sales,,0.867298506,5,,low,0.717010477,Employed,5
3285,186,engineering,1,0.521806162,4,,medium,1,Employed,4
3286,170,support,,0.907779113,5,,medium,0.905983325,Employed,3
3287,219,sales,,0.717343223,4,,medium,0.23571582,Employed,5
3288,144,,,,2,,medium,0.366764825,Left,3
3289,163,,,0.672048554,4,1,medium,0.475332133,Employed,8
3290,134,management,,0.721628324,2,,high,0.626302277,Employed,10
3291,248,support,1,0.721083153,5,,low,0.981863178,Employed,8
3292,232,engineering,,1,4,,medium,0.785830357,Left,5
3293,208,engineering,,0.569835956,5,,medium,0.751722825,Employed,3
3294,114,product,,0.405539712,6,,medium,0.345429837,Employed,3
3295,175,sales,1,0.436994468,5,,high,0.260560713,Employed,2
3296,254,,,0.915323951,6,,low,0.117942521,Left,4
3297,143,engineering,,0.580673897,2,,medium,0.459353675,Left,3
3298,246,support,,0.863906857,5,,medium,0.751866729,Employed,2
3299,157,sales,,0.491065939,2,,medium,0.413604451,Left,3
3300,255,management,,0.780368384,6,,low,0.142414759,Left,4
3301,217,sales,,0.406805515,3,,low,0.767060988,Employed,2
3302,187,IT,1,0.921237811,4,,low,0.809716917,Employed,2
3303,137,engineering,,0.499012716,2,,medium,0.504320494,Left,3
3304,225,sales,,0.931599355,3,,low,0.726222235,Employed,2
3305,309,engineering,,0.908442529,7,,low,0.103500456,Left,4
3306,153,engineering,,0.364515898,6,,low,0.864726133,Employed,3
3307,239,sales,,0.875509428,5,,low,0.817850969,Left,5
3308,130,marketing,,0.463048789,2,,low,0.401826435,Left,3
3309,241,sales,,0.519807232,5,,medium,0.703746696,Employed,8
3310,137,marketing,,0.512137141,2,,medium,0.389815325,Left,3
3311,146,finance,,0.988837661,4,,low,0.892639214,Employed,3
3312,243,IT,1,0.90018884,4,,medium,0.680543726,Employed,5
3313,148,sales,1,0.449400253,2,,medium,0.50764858,Employed,2
3314,217,sales,,,3,,low,0.857459297,Employed,3
3315,174,engineering,,0.362247867,6,,medium,0.806541818,Employed,3
3316,149,support,,0.563541568,5,,low,0.693899042,Employed,3
3317,257,engineering,,0.963915061,5,,medium,0.91258932,Left,5
3318,150,sales,,,3,,low,0.370603173,Employed,3
3319,144,support,,0.485419093,2,,low,0.369904309,Left,3
3320,180,procurement,,0.613586336,2,,low,0.430925219,Employed,3
3321,226,engineering,1,0.868059474,2,,medium,0.571175228,Employed,2
3322,186,finance,,0.754264876,5,,medium,0.39036527,Employed,4
3323,153,support,,,2,,low,0.383779965,Left,3
3324,135,sales,,,2,,medium,0.499392971,Left,3
3325,154,marketing,,0.46121082,3,,low,0.459949231,Employed,3
3326,235,engineering,,0.946398854,3,,medium,0.608787239,Employed,2
3327,168,sales,,,4,,high,0.602061902,Employed,2
3328,272,sales,,0.781833438,4,,medium,0.937841767,Employed,3
3329,132,IT,,0.720300041,4,,medium,0.866303007,Employed,4
3330,304,finance,,0.798287029,6,,low,0.166046517,Left,4
3331,234,sales,,,4,,medium,0.802785706,Employed,3
3332,143,marketing,,,2,,low,0.335642614,Left,3
3333,171,sales,,0.883570117,5,,medium,0.668012641,Employed,3
3334,201,sales,,0.978993475,4,,medium,0.653242383,Employed,2
3335,162,sales,,0.602547229,5,,low,0.563153895,Employed,3
3336,288,sales,,0.957168442,7,,high,0.168122332,Left,4
3337,202,support,1,0.672990216,3,,medium,0.554851796,Employed,3
3338,159,support,1,0.668281508,2,,medium,0.840059937,Employed,3
3339,177,engineering,,0.838009394,4,,low,0.955254299,Employed,6
3340,225,sales,,0.898963562,5,,low,0.873672007,Left,5
3341,190,engineering,,0.727375918,4,,low,1,Employed,3
3342,176,product,,0.817513548,6,,low,0.85830443,Employed,3
3343,218,support,,0.575267223,3,,medium,0.546424751,Employed,3
3344,137,sales,,0.512044568,2,,medium,0.466095572,Left,3
3345,160,sales,,0.471790711,2,,medium,0.406663823,Left,3
3346,113,product,1,0.972957532,6,,medium,0.754905042,Employed,2
3347,240,sales,,0.796101347,3,,low,0.845526486,Employed,8
3348,204,support,,0.551448541,5,,low,0.700764364,Employed,3
3349,151,support,,0.610635461,2,,low,0.468599633,Left,3
3350,212,support,1,0.672173613,3,,low,0.824919298,Employed,3
3351,261,support,,0.805148819,6,,low,0.081766063,Left,4
3352,169,support,,0.937253339,3,,medium,0.508892491,Employed,2
3353,245,sales,,0.761501233,5,,medium,0.842107383,Employed,3
3354,128,support,,0.416232051,3,,medium,0.454643604,Employed,3
3355,127,sales,,0.575334604,2,,medium,0.450780601,Left,3
3356,184,support,1,,3,,low,0.899982885,Employed,3
3357,213,,,0.614004195,5,,medium,0.870428128,Employed,4
3358,172,sales,,0.849636773,3,,medium,0.926719174,Employed,3
3359,253,finance,,0.701623296,5,,medium,0.497314614,Employed,2
3360,145,engineering,1,0.437283722,4,,high,0.246003424,Employed,3
3361,253,management,,0.519252124,4,1,high,0.687204365,Employed,10
3362,268,support,,0.953886405,6,,low,0.169062883,Left,4
3363,134,sales,,0.553744054,2,,low,0.404223936,Left,3
3364,263,finance,,0.971509976,3,,medium,0.651295049,Employed,3
3365,257,marketing,1,0.572691915,4,,low,0.581180065,Employed,3
3366,180,engineering,1,0.758997473,2,,low,0.600727963,Employed,2
3367,229,management,1,0.953435397,4,,medium,0.786866742,Left,5
3368,167,engineering,1,0.706605113,4,,low,0.745862557,Employed,3
3369,143,,,0.460103738,2,,low,0.480992804,Left,3
3370,195,support,,0.666340901,5,,low,0.880002561,Left,6
3371,243,support,1,,5,,high,0.928535858,Employed,3
3372,129,support,,0.766080084,3,,medium,0.551035412,Employed,3
3373,251,support,,0.910115568,3,,low,0.683897402,Employed,3
3374,189,sales,,0.550662243,3,,medium,0.740641865,Employed,2
3375,205,sales,,,3,,low,0.740161967,Employed,3
3376,165,engineering,,,4,,low,0.532419263,Employed,3
3377,137,engineering,1,,5,,medium,0.488533987,Employed,3
3378,305,engineering,,0.881748111,7,,medium,0.139059198,Left,4
3379,291,,,0.62273611,6,,medium,0.19247595,Left,5
3380,195,engineering,,0.668264651,6,1,medium,0.702553151,Employed,3
3381,194,sales,,0.441716263,2,,low,0.475403104,Employed,2
3382,285,sales,,0.88013356,6,,medium,0.163842321,Left,4
3383,257,marketing,,0.932689769,3,,medium,1,Employed,2
3384,150,sales,,0.425016976,2,,low,0.481674513,Left,3
3385,243,support,,0.970097612,5,,medium,0.808482562,Left,5
3386,148,sales,,0.507019829,2,,low,0.373005227,Left,3
3387,156,management,,0.454040958,2,,medium,0.400145317,Left,3
3388,171,support,,0.918548622,5,,low,0.747619533,Employed,3
3389,183,IT,,0.927678945,5,,medium,0.221091509,Employed,6
3390,129,support,,0.570340293,2,,medium,0.453382883,Left,3
3391,255,management,,0.472974446,4,,high,0.984186342,Employed,2
3392,159,sales,,0.620481362,4,,medium,0.932422084,Employed,3
3393,306,product,,0.758139443,7,,medium,0.113453505,Left,4
3394,270,support,,0.844484053,3,,high,0.700205792,Employed,3
3395,200,engineering,,0.524741357,5,,low,0.248210493,Employed,5
3396,181,engineering,,0.757627688,3,,high,0.604216971,Employed,4
3397,203,sales,,0.828762839,3,,low,0.825051361,Employed,2
3398,151,support,,0.928113841,3,,medium,0.588801423,Employed,4
3399,240,product,,0.786118413,4,,low,0.493712133,Employed,4
3400,184,marketing,,0.774064684,4,,low,0.677496742,Employed,3
3401,219,marketing,,0.92346289,5,,low,0.879531276,Left,5
3402,219,engineering,1,0.971985137,5,,low,0.883181832,Left,6
3403,141,sales,1,,6,,low,0.22345985,Employed,3
3404,184,sales,,0.531924133,3,,low,0.541558678,Employed,3
3405,254,marketing,1,0.772466755,3,,medium,0.694832694,Employed,4
3406,279,marketing,,0.584973125,5,,medium,0.287400598,Employed,4
3407,208,sales,,0.533158246,3,,medium,0.75891821,Employed,2
3408,217,support,,0.558808827,4,,low,0.876291157,Employed,4
3409,236,engineering,1,0.818888554,3,,medium,0.545368186,Employed,3
3410,155,support,1,0.360585167,2,,medium,0.703439603,Employed,5
3411,206,,,0.914276594,4,,medium,0.813047237,Left,4
3412,136,sales,,0.982197346,4,,low,0.612492428,Employed,4
3413,257,sales,,0.971010592,5,,low,0.829357241,Left,6
3414,122,sales,,0.388884101,5,,low,0.691945261,Employed,4
3415,307,support,,0.930352343,7,,low,0.117907387,Left,4
3416,308,,,0.899341214,7,,medium,0.087158529,Left,5
3417,191,management,,0.379582421,5,,medium,0.253876741,Employed,5
3418,197,engineering,,0.843571647,2,,low,0.536671,Employed,4
3419,265,support,,0.561508644,3,,low,0.493029658,Employed,3
3420,143,engineering,,0.530645164,2,,low,0.455336709,Left,3
3421,266,product,,0.451944724,3,,medium,0.816306869,Employed,2
3422,252,finance,,0.967985552,4,,low,0.59816112,Employed,4
3423,239,marketing,,,4,,medium,0.72329677,Employed,3
3424,211,engineering,1,0.474510552,4,,low,0.924108552,Employed,2
3425,210,sales,,0.568668888,5,,low,0.837686396,Employed,3
3426,166,marketing,,0.741342257,3,,medium,0.737813823,Employed,2
3427,242,marketing,,0.510714053,5,,medium,0.085424468,Employed,4
3428,239,marketing,,1,5,,low,0.830907456,Left,6
3429,239,support,,,2,,high,0.560690061,Employed,3
3430,280,procurement,,0.811592689,5,,low,0.176438963,Employed,4
3431,180,marketing,1,0.5274859,3,,low,0.531527931,Employed,3
3432,130,sales,,0.489324141,4,,high,0.533557417,Employed,10
3433,251,sales,,0.877663945,3,,medium,0.611638739,Employed,10
3434,134,product,,0.490813702,2,,medium,0.395663257,Left,3
3435,159,IT,,0.881314722,3,,low,0.943467167,Employed,3
3436,144,engineering,,0.626175569,5,,low,0.777787806,Employed,3
3437,212,sales,,0.755822964,3,,low,0.692572224,Employed,3
3438,286,support,,0.394913751,4,,low,0.192165055,Employed,3
3439,266,marketing,1,,3,,low,0.768116775,Employed,3
3440,157,engineering,,0.778415681,3,,high,0.697101983,Employed,3
3441,147,engineering,,0.955578974,4,,low,0.857820811,Employed,2
3442,166,sales,,0.549594101,4,,low,0.276286362,Employed,5
3443,133,engineering,,0.533301956,5,,low,0.952161891,Employed,3
3444,203,sales,,0.81851525,5,,medium,0.199285807,Employed,5
3445,253,management,,0.725845255,3,,high,0.654405104,Employed,3
3446,190,sales,,0.687344263,5,,medium,0.236407267,Employed,4
3447,164,sales,,0.809202151,4,,low,0.836901146,Employed,2
3448,142,,,,2,,medium,0.425656909,Left,3
3449,254,sales,,0.781635275,4,,low,0.663140107,Employed,4
3450,164,sales,,,5,,medium,0.147774519,Employed,3
3451,229,management,,1,5,,low,0.773478839,Left,5
3452,223,sales,,,4,,low,0.518087095,Employed,3
3453,182,engineering,,0.712268601,3,,low,0.882989922,Left,4
3454,268,sales,,0.849436094,3,,high,0.845138893,Employed,2
3455,153,sales,1,0.868728856,3,,low,0.820937746,Employed,3
3456,227,sales,,0.80355767,5,,low,0.722983787,Left,5
3457,263,finance,,0.708353643,5,,high,0.774695936,Employed,2
3458,151,marketing,,0.531486715,2,,low,0.39004652,Left,3
3459,270,support,1,0.974523792,4,,low,0.802241101,Employed,3
3460,140,,1,0.859412747,3,,low,0.160008302,Employed,6
3461,133,temp,,,2,,low,,Employed,
3462,132,engineering,1,0.391578977,5,1,low,0.461911495,Employed,6
3463,108,sales,,0.631956283,4,,low,0.982174142,Employed,6
3464,202,support,,,4,,low,1,Employed,3
3465,194,engineering,1,0.835575222,4,,medium,0.842238781,Employed,2
3466,154,sales,,0.580014359,2,,high,0.962170876,Employed,4
3467,260,support,1,,5,,low,0.943070485,Employed,2
3468,245,support,,0.830885029,4,,low,0.741492362,Employed,2
3469,265,sales,,0.899477863,4,,medium,0.92021856,Employed,2
3470,243,support,,0.862996662,5,,medium,0.685060897,Employed,3
3471,237,IT,,0.797787554,5,,high,0.544249991,Employed,3
3472,154,engineering,,0.88587291,3,,medium,0.942122146,Employed,3
3473,192,product,,,2,,high,0.830328346,Employed,3
3474,151,finance,,0.475933189,2,,medium,0.400737195,Left,3
3475,196,engineering,,0.896649718,4,,low,0.255426687,Employed,5
3476,255,sales,,1,3,,medium,0.918346352,Employed,3
3477,229,sales,,0.63867093,3,,medium,0.77689379,Employed,3
3478,215,support,,0.859181449,3,,medium,0.662776491,Employed,3
3479,248,marketing,,0.858713123,6,,low,0.162131131,Left,4
3480,155,product,,0.515637619,2,,medium,0.41453614,Left,3
3481,183,engineering,1,0.591360914,6,,low,0.304708776,Employed,2
3482,258,sales,,0.899201439,2,,low,0.651952879,Left,5
3483,227,IT,,0.851171786,3,,low,1,Employed,3
3484,253,IT,,0.921324423,6,,medium,0.166280622,Left,4
3485,267,support,,0.95358474,5,,low,0.871309531,Left,6
3486,254,product,,0.819682064,4,,low,0.873531403,Employed,2
3487,264,,,0.609059643,4,,medium,0.808570594,Employed,2
3488,229,engineering,,0.905118006,4,,low,0.676006101,Employed,2
3489,233,support,,0.499680108,5,,medium,0.825577832,Employed,2
3490,122,support,,0.585962123,3,,low,0.45470601,Employed,4
3491,164,sales,,0.681106158,3,,low,0.765486294,Left,3
3492,131,,,0.521906327,2,,medium,0.418875939,Left,3
3493,141,sales,,0.987701465,5,,low,0.972897545,Employed,3
3494,265,support,,0.61411314,4,,medium,0.74136171,Employed,3
3495,218,engineering,1,0.50880878,3,,medium,0.555791812,Employed,2
3496,238,information_technology,,0.480189118,2,,low,0.951678075,Employed,4
3497,172,support,,0.623392718,4,,medium,0.836218379,Employed,3
3498,219,sales,1,0.774453321,2,,low,0.806455562,Employed,4
3499,181,finance,,0.538048172,5,,medium,0.217236283,Employed,6
3500,139,sales,,0.585350924,2,,low,0.475075289,Left,3
3501,149,engineering,,0.635343768,4,,low,0.646008299,Employed,4
3502,243,sales,,,4,,medium,0.69801963,Employed,2
3503,146,marketing,1,0.85040543,5,,low,0.615669365,Employed,7
3504,194,sales,,0.651071868,5,,medium,0.449575865,Employed,3
3505,238,engineering,,0.851479287,5,,high,0.792193075,Left,5
3506,226,finance,,0.491520735,3,,low,0.835667035,Employed,2
3507,178,IT,,0.703541416,3,,low,0.778208492,Employed,3
3508,187,sales,,0.850066277,4,,low,0.944288041,Employed,3
3509,129,IT,,0.502333327,2,,medium,0.439556924,Left,3
3510,241,sales,,1,5,,low,0.719759141,Left,5
3511,149,sales,1,0.714411964,4,,medium,0.625515777,Employed,3
3512,137,management,1,,4,,medium,0.522968625,Employed,3
3513,199,engineering,,0.897730197,4,,low,0.930654369,Employed,3
3514,133,sales,,0.533340028,2,,medium,0.326139176,Left,3
3515,289,,,0.831487502,6,,high,0.15512901,Left,4
3516,265,sales,,0.849830205,6,,medium,0.103796146,Left,5
3517,215,information_technology,,0.584881067,3,,medium,0.823118877,Employed,3
3518,192,product,,,3,,medium,0.704495262,Employed,3
3519,138,sales,,0.620179347,3,,medium,0.31309059,Employed,5
3520,135,sales,,0.424495122,2,,low,0.420328579,Left,3
3521,205,procurement,,0.783030401,5,,low,0.186796653,Employed,4
3522,222,finance,,0.735436855,4,,medium,0.744941437,Employed,2
3523,153,engineering,,0.465083571,3,,medium,0.852762663,Employed,4
3524,215,IT,,0.555955131,4,,medium,0.518773338,Employed,4
3525,239,sales,,0.57147505,5,,medium,0.531481901,Employed,2
3526,132,engineering,,1,5,,low,0.87845121,Employed,3
3527,193,support,1,0.794477996,4,,low,0.625268251,Employed,2
3528,268,engineering,1,0.787505123,3,,low,0.999763098,Employed,3
3529,249,sales,,0.925141538,4,,low,0.848173042,Employed,3
3530,109,IT,,0.654199446,3,,low,0.55007603,Employed,3
3531,244,sales,,0.992907858,3,,medium,0.559197563,Employed,3
3532,279,management,,0.949161777,5,,medium,0.678615659,Employed,5
3533,270,sales,1,0.751415251,4,,low,0.651212449,Employed,2
3534,138,sales,1,0.6066222,3,,low,0.600645327,Employed,3
3535,206,engineering,,0.83581128,3,,medium,0.5821937,Employed,3
3536,290,sales,,0.859528083,7,,low,0.127906092,Left,4
3537,250,management,,0.786364806,4,,medium,0.782795983,Employed,2
3538,164,support,,,3,,low,0.528290976,Employed,3
3539,274,IT,,0.950468257,4,,low,0.888559482,Left,5
3540,281,product,,0.511109094,6,,medium,0.788035932,Employed,3
3541,135,sales,,0.433956205,2,,low,0.497914049,Left,3
3542,225,admin,,0.953413975,4,,medium,0.784051869,Employed,2
3543,134,sales,1,0.545731853,3,,medium,0.809315097,Employed,2
3544,225,engineering,1,0.81783787,3,,low,0.694675129,Employed,3
3545,278,engineering,,0.814040462,6,,high,0.083839049,Left,4
3546,145,support,,0.591162811,2,,medium,0.477468575,Left,3
3547,272,support,,0.570452415,4,,low,0.807686819,Employed,2
3548,264,management,,0.858810025,4,,medium,0.879671137,Left,5
3549,207,sales,,0.673404038,5,,low,0.737647172,Employed,2
3550,144,IT,,,3,,medium,0.524703182,Employed,2
3551,275,sales,,0.690637025,4,,medium,0.886509333,Employed,3
3552,137,management,,0.932462936,4,,medium,0.932449206,Employed,4
3553,148,sales,,0.6237166,4,,high,0.770001754,Employed,3
3554,114,temp,,,2,,low,,Employed,
3555,199,sales,,,4,,low,0.554761989,Employed,3
3556,224,marketing,,0.787524321,5,,low,0.983979266,Employed,2
3557,226,sales,,0.644305188,4,,low,0.611111453,Employed,7
3558,151,product,,0.768293071,5,,low,0.747781478,Employed,2
3559,265,procurement,,0.773747467,3,,low,0.553611365,Employed,6
